state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year,month,weekday
Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate L3,Offer1,Agent,Two-Door Car,Small,2011-01-01,2011,January,Saturday
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Sports Car,Medsize,2011-01-14,2011,January,Friday
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,SUV,Medsize,2011-02-27,2011,February,Sunday
California,No,Extended,Bachelor,Employed,F,Rural,Single,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,2011-01-21,2011,January,Friday
Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate L3,Offer1,Branch,Four-Door Car,Small,2011-01-23,2011,January,Sunday
Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Personal L2,Offer1,Branch,Four-Door Car,Small,2011-01-22,2011,January,Saturday
Nevada,No,Extended,College,Medical Leave,M,Suburban,Married,Personal L3,Offer1,Web,SUV,Medsize,2011-01-03,2011,January,Monday
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate L1,Offer2,Agent,Luxury Car,Medsize,2011-02-22,2011,February,Tuesday
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Sports Car,Medsize,2011-02-07,2011,February,Monday
Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal L1,Offer3,Call Center,Two-Door Car,Medsize,2011-01-06,2011,January,Thursday
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal L3,Offer3,Branch,Two-Door Car,Large,2011-01-09,2011,January,Sunday
Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal L2,Offer1,Agent,SUV,Medsize,2011-02-05,2011,February,Saturday
Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Corporate L3,Offer2,Branch,Two-Door Car,Large,2011-01-24,2011,January,Monday
Washington,No,Extended,High School or Below,Medical Leave,F,Suburban,Divorced,Personal L2,Offer1,Agent,Two-Door Car,Medsize,2011-02-05,2011,February,Saturday
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L3,Offer2,Branch,SUV,Medsize,2011-01-24,2011,January,Monday
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal L3,Offer2,Branch,SUV,Large,2011-01-22,2011,January,Saturday
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate L3,Offer1,Agent,SUV,Medsize,2011-02-04,2011,February,Friday
Oregon,No,Extended,Master,Employed,F,Urban,Married,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-17,2011,January,Monday
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate L3,Offer4,Agent,Sports Car,Medsize,2011-02-17,2011,February,Thursday
Arizona,No,Extended,Master,Employed,M,Rural,Single,Personal L3,Offer1,Branch,Four-Door Car,Small,2011-01-20,2011,January,Thursday
Washington,No,Basic,Bachelor,Disabled,F,Urban,Married,Corporate L3,Offer1,Agent,Luxury Car,Medsize,2011-01-26,2011,January,Wednesday
California,No,Basic,Master,Employed,M,Rural,Married,Personal L2,Offer4,Agent,Four-Door Car,Medsize,2011-01-01,2011,January,Saturday
Nevada,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Corporate L2,Offer1,Web,Sports Car,Small,2011-02-09,2011,February,Wednesday
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Small,2011-02-27,2011,February,Sunday
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Small,2011-01-31,2011,January,Monday
Washington,No,Extended,College,Unemployed,M,Suburban,Married,Personal L3,Offer2,Web,SUV,Large,2011-02-01,2011,February,Tuesday
Nevada,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2011-02-19,2011,February,Saturday
Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2011-02-27,2011,February,Sunday
California,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal L3,Offer3,Web,Four-Door Car,Medsize,2011-01-17,2011,January,Monday
Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal L2,Offer4,Agent,SUV,Medsize,2011-02-18,2011,February,Friday
Arizona,No,Basic,Doctor,Employed,F,Rural,Married,Corporate L2,Offer3,Agent,Four-Door Car,Medsize,2011-02-26,2011,February,Saturday
Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L2,Offer2,Branch,Two-Door Car,Medsize,2011-01-24,2011,January,Monday
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special L2,Offer1,Agent,Sports Car,Medsize,2011-01-11,2011,January,Tuesday
Arizona,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal L3,Offer2,Web,Two-Door Car,Medsize,2011-02-05,2011,February,Saturday
California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Personal L1,Offer1,Agent,Two-Door Car,Medsize,2011-02-28,2011,February,Monday
California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,2011-02-04,2011,February,Friday
Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
Washington,No,Basic,Bachelor,Employed,M,Rural,Married,Personal L3,Offer1,Call Center,Four-Door Car,Small,2011-02-11,2011,February,Friday
Nevada,No,Extended,College,Medical Leave,M,Suburban,Single,Personal L3,Offer1,Agent,SUV,Medsize,2011-01-29,2011,January,Saturday
Washington,No,Basic,College,Employed,M,Rural,Married,Personal L3,Offer3,Branch,Two-Door Car,Medsize,2011-02-26,2011,February,Saturday
Oregon,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,SUV,Medsize,2011-01-08,2011,January,Saturday
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate L3,Offer2,Branch,Two-Door Car,Medsize,2011-02-05,2011,February,Saturday
Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate L3,Offer1,Agent,SUV,Medsize,2011-01-27,2011,January,Thursday
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Small,2011-01-02,2011,January,Sunday
Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal L2,Offer2,Agent,SUV,Medsize,2011-01-20,2011,January,Thursday
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Sports Car,Small,2011-01-02,2011,January,Sunday
California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal L3,Offer4,Web,Four-Door Car,Medsize,2011-01-04,2011,January,Tuesday
California,No,Basic,College,Employed,M,Urban,Single,Personal L2,Offer4,Branch,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Personal L3,Offer1,Agent,Sports Car,Medsize,2011-02-05,2011,February,Saturday
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal L1,Offer1,Agent,Four-Door Car,Large,2011-01-02,2011,January,Sunday
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-11,2011,February,Friday
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-01-04,2011,January,Tuesday
California,No,Premium,Bachelor,Employed,F,Rural,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-02-26,2011,February,Saturday
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L2,Offer2,Web,Four-Door Car,Medsize,2011-01-10,2011,January,Monday
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-14,2011,January,Friday
Washington,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Large,2011-02-24,2011,February,Thursday
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Large,2011-02-04,2011,February,Friday
Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2011-01-09,2011,January,Sunday
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer3,Agent,Two-Door Car,Small,2011-01-30,2011,January,Sunday
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L2,Offer4,Web,Four-Door Car,Medsize,2011-02-28,2011,February,Monday
Oregon,No,Premium,Doctor,Employed,F,Rural,Married,Personal L3,Offer2,Branch,Luxury Car,Medsize,2011-01-01,2011,January,Saturday
Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2011-02-23,2011,February,Wednesday
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal L3,Offer4,Branch,SUV,Small,2011-02-25,2011,February,Friday
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-02-03,2011,February,Thursday
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L3,Offer2,Web,Two-Door Car,Medsize,2011-01-19,2011,January,Wednesday
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L2,Offer3,Branch,Four-Door Car,Small,2011-02-06,2011,February,Sunday
California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal L3,Offer2,Agent,Luxury Car,Medsize,2011-01-24,2011,January,Monday
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Sports Car,Medsize,2011-02-14,2011,February,Monday
California,No,Basic,College,Employed,M,Rural,Married,Personal L3,Offer1,Call Center,SUV,Medsize,2011-02-23,2011,February,Wednesday
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2011-01-28,2011,January,Friday
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L1,Offer1,Branch,Two-Door Car,Large,2011-01-17,2011,January,Monday
Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2011-02-01,2011,February,Tuesday
Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-01-17,2011,January,Monday
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal L2,Offer2,Branch,Two-Door Car,Medsize,2011-02-04,2011,February,Friday
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal L2,Offer1,Web,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate L1,Offer2,Web,Four-Door Car,Medsize,2011-02-16,2011,February,Wednesday
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal L2,Offer1,Branch,SUV,Medsize,2011-02-10,2011,February,Thursday
Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal L3,Offer1,Call Center,SUV,Medsize,2011-02-23,2011,February,Wednesday
Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate L3,Offer2,Branch,Two-Door Car,Small,2011-01-04,2011,January,Tuesday
California,No,Extended,Bachelor,Employed,F,Rural,Single,Personal L2,Offer3,Agent,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal L2,Offer1,Web,SUV,Small,2011-01-17,2011,January,Monday
Oregon,No,Basic,Master,Unemployed,M,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Small,2011-01-28,2011,January,Friday
California,No,Extended,High School or Below,Employed,F,Rural,Single,Personal L1,Offer4,Agent,Four-Door Car,Large,2011-01-25,2011,January,Tuesday
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal L1,Offer1,Branch,SUV,Medsize,2011-02-12,2011,February,Saturday
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,2011-02-10,2011,February,Thursday
California,Yes,Basic,College,Employed,M,Urban,Married,Personal L3,Offer1,Agent,SUV,Medsize,2011-02-05,2011,February,Saturday
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L1,Offer2,Agent,Four-Door Car,Small,2011-02-06,2011,February,Sunday
California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate L2,Offer2,Call Center,Sports Car,Medsize,2011-01-04,2011,January,Tuesday
California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,2011-02-14,2011,February,Monday
California,No,Basic,Master,Employed,M,Suburban,Divorced,Corporate L3,Offer1,Agent,SUV,Large,2011-01-06,2011,January,Thursday
Oregon,No,Basic,Master,Disabled,M,Urban,Married,Personal L1,Offer2,Web,Four-Door Car,Medsize,2011-02-24,2011,February,Thursday
Oregon,Yes,Extended,College,Employed,M,Suburban,Single,Corporate L1,Offer2,Agent,Luxury SUV,Small,2011-01-14,2011,January,Friday
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Small,2011-01-08,2011,January,Saturday
California,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal L1,Offer3,Agent,Four-Door Car,Small,2011-01-05,2011,January,Wednesday
Arizona,No,Basic,College,Employed,F,Suburban,Single,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
California,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal L2,Offer4,Call Center,Two-Door Car,Medsize,2011-02-26,2011,February,Saturday
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-02-21,2011,February,Monday
Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate L3,Offer4,Call Center,SUV,Medsize,2011-02-04,2011,February,Friday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,SUV,Medsize,2011-01-22,2011,January,Saturday
Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal L2,Offer3,Agent,Four-Door Car,Medsize,2011-02-23,2011,February,Wednesday
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal L1,Offer2,Agent,Sports Car,Medsize,2011-01-23,2011,January,Sunday
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate L3,Offer1,Agent,Sports Car,Large,2011-02-20,2011,February,Sunday
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal L1,Offer1,Call Center,SUV,Medsize,2011-02-02,2011,February,Wednesday
Oregon,No,Extended,Master,Retired,F,Urban,Single,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2011-02-26,2011,February,Saturday
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,2011-01-11,2011,January,Tuesday
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L1,Offer2,Agent,Two-Door Car,Large,2011-02-28,2011,February,Monday
Oregon,No,Extended,Bachelor,Disabled,F,Urban,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-05,2011,January,Wednesday
Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-30,2011,January,Sunday
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer4,Web,SUV,Medsize,2011-02-01,2011,February,Tuesday
Oregon,No,Premium,High School or Below,Employed,F,Urban,Single,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2011-02-20,2011,February,Sunday
Oregon,No,Premium,College,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-21,2011,February,Monday
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special L3,Offer2,Branch,Four-Door Car,Medsize,2011-01-17,2011,January,Monday
Washington,Yes,Extended,Master,Employed,M,Urban,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize,2011-01-16,2011,January,Sunday
Arizona,No,Basic,College,Unemployed,M,Urban,Married,Personal L3,Offer4,Web,Four-Door Car,Medsize,2011-02-08,2011,February,Tuesday
Washington,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal L3,Offer2,Agent,Luxury Car,Medsize,2011-01-24,2011,January,Monday
Arizona,No,Extended,High School or Below,Disabled,F,Suburban,Married,Personal L3,Offer1,Agent,SUV,Small,2011-02-06,2011,February,Sunday
Oregon,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,2011-02-21,2011,February,Monday
Nevada,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Small,2011-01-20,2011,January,Thursday
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,SUV,Medsize,2011-01-23,2011,January,Sunday
California,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal L1,Offer1,Agent,Two-Door Car,Medsize,2011-02-25,2011,February,Friday
California,Yes,Basic,Master,Employed,F,Rural,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-01-14,2011,January,Friday
Arizona,No,Premium,College,Unemployed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-20,2011,January,Thursday
Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-01-20,2011,January,Thursday
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal L2,Offer3,Branch,Two-Door Car,Large,2011-01-21,2011,January,Friday
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal L1,Offer2,Web,Four-Door Car,Medsize,2011-01-23,2011,January,Sunday
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal L1,Offer1,Branch,SUV,Medsize,2011-01-18,2011,January,Tuesday
California,No,Extended,Master,Unemployed,M,Rural,Divorced,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,2011-01-19,2011,January,Wednesday
Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate L1,Offer4,Branch,Four-Door Car,Medsize,2011-02-26,2011,February,Saturday
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Special L2,Offer1,Agent,Four-Door Car,Medsize,2011-02-28,2011,February,Monday
Arizona,No,Basic,Bachelor,Unemployed,M,Urban,Married,Corporate L1,Offer1,Call Center,Two-Door Car,Medsize,2011-02-05,2011,February,Saturday
Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Corporate L2,Offer2,Agent,Four-Door Car,Small,2011-01-28,2011,January,Friday
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal L2,Offer2,Agent,Four-Door Car,Small,2011-01-23,2011,January,Sunday
California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal L3,Offer1,Web,SUV,Small,2011-02-16,2011,February,Wednesday
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Large,2011-02-09,2011,February,Wednesday
California,No,Basic,High School or Below,Disabled,M,Suburban,Divorced,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-23,2011,January,Sunday
Arizona,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,2011-01-23,2011,January,Sunday
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Luxury Car,Small,2011-02-04,2011,February,Friday
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer3,Web,Four-Door Car,Medsize,2011-01-16,2011,January,Sunday
California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal L1,Offer2,Agent,Sports Car,Medsize,2011-02-17,2011,February,Thursday
Oregon,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
Nevada,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal L3,Offer3,Agent,Four-Door Car,Medsize,2011-01-09,2011,January,Sunday
Washington,No,Basic,College,Employed,M,Suburban,Married,Special L1,Offer1,Branch,Four-Door Car,Small,2011-02-11,2011,February,Friday
California,No,Extended,College,Unemployed,M,Urban,Married,Personal L3,Offer1,Branch,SUV,Small,2011-01-18,2011,January,Tuesday
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate L2,Offer2,Agent,Two-Door Car,Medsize,2011-02-19,2011,February,Saturday
Washington,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate L3,Offer1,Branch,Two-Door Car,Medsize,2011-02-27,2011,February,Sunday
Arizona,No,Basic,Doctor,Employed,F,Suburban,Married,Corporate L1,Offer2,Web,Four-Door Car,Small,2011-01-27,2011,January,Thursday
Arizona,No,Basic,Master,Employed,F,Suburban,Divorced,Corporate L2,Offer1,Branch,Four-Door Car,Small,2011-02-15,2011,February,Tuesday
Nevada,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal L1,Offer4,Web,Four-Door Car,Medsize,2011-01-25,2011,January,Tuesday
Oregon,No,Basic,Master,Disabled,F,Suburban,Married,Corporate L3,Offer1,Branch,SUV,Medsize,2011-02-11,2011,February,Friday
California,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal L2,Offer2,Branch,SUV,Medsize,2011-01-16,2011,January,Sunday
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,SUV,Medsize,2011-02-02,2011,February,Wednesday
Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Large,2011-01-15,2011,January,Saturday
Washington,Yes,Basic,Master,Retired,F,Urban,Married,Personal L3,Offer1,Agent,Two-Door Car,Medsize,2011-01-20,2011,January,Thursday
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-02-13,2011,February,Sunday
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,2011-02-28,2011,February,Monday
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal L3,Offer4,Call Center,Two-Door Car,Small,2011-01-24,2011,January,Monday
Nevada,No,Basic,College,Employed,M,Urban,Married,Corporate L1,Offer1,Web,Four-Door Car,Large,2011-01-01,2011,January,Saturday
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer4,Agent,Four-Door Car,Small,2011-02-03,2011,February,Thursday
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal L2,Offer1,Agent,SUV,Medsize,2011-01-19,2011,January,Wednesday
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Small,2011-01-09,2011,January,Sunday
California,No,Basic,College,Medical Leave,F,Suburban,Married,Corporate L3,Offer2,Branch,Four-Door Car,Small,2011-02-03,2011,February,Thursday
Arizona,No,Basic,Doctor,Disabled,M,Suburban,Single,Personal L2,Offer3,Agent,Sports Car,Medsize,2011-02-08,2011,February,Tuesday
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate L2,Offer1,Web,SUV,Medsize,2011-02-16,2011,February,Wednesday
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L1,Offer3,Web,Luxury SUV,Small,2011-02-06,2011,February,Sunday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,2011-01-12,2011,January,Wednesday
Oregon,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,2011-01-02,2011,January,Sunday
California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Special L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-10,2011,January,Monday
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L2,Offer3,Branch,Two-Door Car,Medsize,2011-02-25,2011,February,Friday
California,No,Basic,College,Employed,F,Suburban,Married,Corporate L1,Offer4,Branch,Two-Door Car,Small,2011-01-15,2011,January,Saturday
California,Yes,Extended,College,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Two-Door Car,Small,2011-01-28,2011,January,Friday
Nevada,No,Basic,Bachelor,Employed,F,Rural,Single,Personal L3,Offer1,Agent,SUV,Medsize,2011-01-20,2011,January,Thursday
Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal L1,Offer1,Call Center,SUV,Medsize,2011-02-24,2011,February,Thursday
Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal L2,Offer2,Agent,SUV,Medsize,2011-01-31,2011,January,Monday
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal L3,Offer3,Web,Two-Door Car,Medsize,2011-01-15,2011,January,Saturday
California,No,Basic,College,Employed,M,Rural,Married,Corporate L1,Offer2,Agent,Two-Door Car,Small,2011-02-08,2011,February,Tuesday
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L2,Offer1,Branch,Two-Door Car,Medsize,2011-01-10,2011,January,Monday
Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate L2,Offer2,Agent,SUV,Medsize,2011-01-07,2011,January,Friday
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-23,2011,January,Sunday
Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Call Center,Four-Door Car,Small,2011-01-18,2011,January,Tuesday
Washington,No,Basic,College,Unemployed,M,Suburban,Single,Special L3,Offer1,Branch,Two-Door Car,Medsize,2011-02-24,2011,February,Thursday
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-02-27,2011,February,Sunday
Washington,No,Extended,Master,Employed,F,Suburban,Married,Personal L3,Offer3,Web,Four-Door Car,Small,2011-02-28,2011,February,Monday
Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal L3,Offer2,Agent,Sports Car,Medsize,2011-01-18,2011,January,Tuesday
